Year,Month,US_Gateway_AirportCode,Foreign_Gateway_AirportCode,carriergroup,Total
2017,4,RFD,CUN,0,2488
2017,9,BOS,PUJ,1,2489
2017,2,MCO,REC,0,2489
2017,10,JFK,CTG,1,2490
2017,1,EWR,HAM,1,2491
2017,8,FLL,SAL,1,2491
2017,1,BOS,CPH,0,2492
2017,12,FLL,SAL,1,2492
2017,12,SEA,CUN,1,2492
2017,7,MDW,DGO,0,2492
2017,1,MIA,GEO,0,2492
2017,10,MCO,CGN,0,2494
2017,9,SFO,GDL,0,2495
2017,2,DTW,YOW,1,2495
2017,1,MSP,CZM,1,2496
2017,4,ORD,GCM,1,2496
2017,2,LAS,YQR,0,2497
2017,12,LAS,YWG,0,2497
2017,12,IAH,TAM,1,2497
2017,3,LAS,YQR,0,2497
2017,10,HNL,PPT,1,2498
2017,3,ORD,YOW,1,2498
2017,8,BNA,YYC,0,2498
2017,8,LAS,YWG,0,2499
2017,4,DFW,YVR,0,2499
2017,10,CLT,YYZ,1,2500
2017,3,IAD,YYZ,1,2500
2017,12,DEN,LIR,1,2502
2017,2,DEN,GDL,0,2502
2017,10,IAD,YUL,0,2503
2017,7,HNL,PPT,1,2505
2017,11,PHL,NAS,1,2505
2017,5,JFK,DKR,1,2506
2017,12,SWF,BFS,0,2506
2017,7,SAT,GDL,0,2507
2017,5,ATL,MHH,1,2507
2017,2,FLL,VRA,1,2507
2017,12,IAH,NAS,1,2509
2017,7,MCI,YYZ,0,2509
2017,1,IAH,GCM,1,2509
2017,3,DEN,YWG,1,2509
2017,12,FLL,YQB,0,2511
2017,7,PPG,FGI,0,2511
2017,3,MCO,YHZ,0,2511
2017,3,GUM,TPE,0,2513
2017,3,ORD,FCO,1,2513
2017,3,TPA,YHZ,0,2513
2017,11,BOS,YOW,0,2513
2017,4,BOS,YOW,0,2513
2017,10,MSY,PTY,0,2516
2017,9,MEM,YYZ,0,2516
2017,9,ORD,CUN,1,2517
2017,7,BOS,CPH,0,2517
2017,3,MSP,ZIH,1,2518
2017,9,GUM,ROR,1,2519
2017,11,ATL,CZM,1,2524
2017,12,HNL,PPT,1,2525
2017,12,LAS,ARN,0,2525
2017,8,PHX,HMO,1,2525
2017,8,SLC,YVR,1,2527
2017,6,BOS,LIS,0,2527
2017,7,DFW,PLS,1,2527
2017,12,MSP,MBJ,1,2528
2017,5,LAX,TNA,0,2528
2017,2,AUS,MEX,0,2530
2017,8,ATL,BON,1,2530
2017,2,IAD,RUH,0,2530
2017,7,SAT,GDL,0,2530
2017,1,DFW,YYZ,1,2531
2017,7,PHL,AUA,1,2532
2017,9,SFO,SJD,1,2532
2017,4,SFO,YYJ,1,2536
2017,11,SFO,YYJ,1,2536
2017,9,JFK,SAP,0,2537
2017,2,MCO,LGW,0,2537
2017,3,GUM,MNL,0,2538
2017,2,JFK,RUH,0,2538
2017,11,MCO,GLA,0,2539
2017,5,SFO,YYJ,1,2540
2017,3,OAK,BJX,0,2540
2017,3,LAX,CEB,0,2542
2017,9,LAX,TNA,0,2542
2017,1,FLL,SNU,1,2542
2017,4,IAH,MTY,0,2542
2017,3,PHL,PLS,1,2543
2017,7,PBI,MHH,0,2543
2017,12,BOS,BGI,1,2543
2017,1,CLT,YYZ,1,2543
2017,12,LAX,PVR,0,2545
2017,8,BOS,CPH,0,2546
2017,11,MIA,DUS,0,2546
2017,2,PSP,YYZ,0,2546
2017,11,OAK,BJX,0,2546
2017,9,LAX,MZT,1,2547
2017,1,ATL,STI,1,2547
2017,4,MIA,BEL,0,2547
2017,5,MCO,REC,0,2549
2017,2,IAD,CMN,0,2549
2017,12,MSP,YVR,1,2550
2017,2,EWR,SAL,1,2550
2017,3,SFO,YYJ,1,2551
2017,6,LAX,CTU,0,2552
2017,9,ORD,YOW,1,2552
2017,7,LAX,LIR,1,2552
2017,10,LAX,CTU,0,2553
2017,3,MCO,POS,0,2553
2017,7,JFK,YQB,1,2553
2017,1,PSP,YVR,0,2554
2017,3,LAX,OSL,0,2555
2017,6,BOS,YOW,0,2555
2017,11,FLL,MHH,1,2556
2017,12,TPA,YOW,0,2556
2017,9,JFK,CTG,1,2556
2017,5,MKE,YYZ,0,2556
2017,10,MCO,MEX,0,2556
2017,12,MSP,YEG,1,2557
2017,2,MIA,BAQ,1,2557
2017,2,ATL,BON,1,2558
2017,4,JFK,RIX,0,2559
2017,2,SLC,GDL,1,2560
2017,11,MCO,GDL,0,2562
2017,10,LAX,ZIH,1,2562
2017,1,SJU,OSL,0,2562
2017,9,MIA,BZE,1,2563
2017,12,IAH,OAX,1,2563
2017,6,MIA,YUL,0,2564
2017,2,IAH,MTY,0,2565
2017,11,FLL,ELH,1,2566
2017,6,MCI,YYZ,0,2567
2017,4,FLL,YYZ,0,2567
2017,5,ORD,YYZ,1,2567
2017,3,LAX,JED,0,2568
2017,6,IAH,VER,1,2569
2017,9,BDL,YYZ,0,2569
2017,9,SFO,YYJ,1,2572
2017,1,IAH,PBC,1,2572
2017,4,BOS,BGI,1,2573
2017,11,OAK,LGW,0,2574
2017,4,OAK,BJX,0,2574
2017,3,MSY,PTY,0,2576
2017,1,MSY,PTY,0,2578
2017,5,EWR,ATH,1,2578
2017,2,JFK,YHZ,1,2578
2017,8,CLE,CUN,1,2579
2017,8,EWR,SJD,1,2580
2017,4,ATL,MHH,1,2581
2017,11,DFW,CUN,1,2582
2017,4,MCO,POS,0,2582
2017,6,DTW,MTY,0,2583
2017,6,PBI,MHH,0,2585
2017,11,PSP,YYZ,0,2586
2017,7,IAH,VSA,1,2587
2017,3,LAX,AGU,0,2587
2017,9,JFK,PLS,1,2588
2017,1,PSP,YWG,0,2588
2017,4,EWR,UVF,1,2589
2017,11,IAH,VER,1,2590
2017,12,MKE,YYZ,0,2590
2017,12,SFB,AMS,0,2592
2017,7,MCO,CGN,0,2593
2017,1,SJU,YYZ,0,2593
2017,7,MCO,BFS,0,2594
2017,8,MCO,YYZ,0,2595
2017,4,CLT,UVF,1,2596
2017,9,FLL,AXM,1,2596
2017,8,EWR,SAL,1,2596
2017,10,SPN,HGH,0,2596
2017,7,SJU,CUN,0,2597
2017,6,BOS,MAD,0,2597
2017,6,FLL,SAL,1,2597
2017,6,ATL,BON,1,2598
2017,10,ORD,YQB,1,2599
2017,1,MIA,GGT,1,2599
2017,7,DFW,MZT,1,2599
2017,10,SLC,CUN,1,2599
2017,10,RNO,GDL,0,2600
2017,3,SLC,YYZ,0,2600
2017,5,PHX,HMO,1,2601
2017,2,LAX,NKG,0,2601
2017,1,MCO,LGW,0,2601
2017,4,MKE,YYZ,0,2602
2017,7,JAX,YYZ,0,2603
2017,11,FLL,STI,1,2605
2017,5,DEN,YVR,0,2605
2017,3,ORD,YYZ,1,2606
2017,11,SPN,HKG,0,2607
2017,3,MCO,YQB,0,2608
2017,6,SJU,CUN,0,2608
2017,9,MIA,MID,0,2609
2017,8,DEN,GDL,0,2610
2017,8,MIA,PLS,1,2611
2017,11,LAX,CTU,0,2612
2017,2,MIA,LIR,1,2612
2017,2,ORD,YYZ,1,2612
2017,10,SFO,PVR,1,2614
2017,10,MCI,YYZ,0,2614
2017,6,ANC,KEF,0,2614
2017,4,PHX,HMO,1,2615
2017,10,ATL,GGT,1,2615
2017,4,MCO,YYZ,0,2615
2017,5,IAH,MTY,0,2616
2017,3,IAH,ZIH,1,2618
2017,9,DEN,MEX,0,2618
2017,5,PSP,YVR,0,2619
2017,11,PHX,GDL,1,2620
2017,1,BOS,CPH,0,2621
2017,6,MIA,CFG,1,2622
2017,2,MKE,PVR,0,2625
2017,8,JAX,YYZ,0,2626
2017,10,DEN,GDL,0,2626
2017,5,DFW,MZT,1,2627
2017,1,IAH,MBJ,1,2628
2017,10,MEM,YYZ,0,2628
2017,10,ORD,YOW,1,2629
2017,3,MIA,MTY,1,2629
2017,4,SFO,TAO,0,2629
2017,7,PHL,SDQ,1,2630
2017,8,DEN,MEX,0,2630
2017,11,FLL,SAL,1,2631
2017,1,FLL,FPO,0,2631
2017,4,FLL,BIM,1,2631
2017,1,JFK,MAN,1,2632
2017,2,PHL,YYZ,1,2634
2017,11,MSY,PTY,0,2634
2017,1,IAH,MLM,1,2634
2017,7,MKE,GDL,0,2634
2017,2,RFD,PUJ,0,2635
2017,8,CLT,YYZ,1,2636
2017,11,MCO,OSL,0,2636
2017,8,SAT,GDL,0,2636
2017,7,IAH,TAM,1,2637
2017,8,EWR,AMD,0,2637
2017,9,GUM,MNL,0,2637
2017,9,FLL,PTY,1,2638
2017,12,BOS,MBJ,1,2638
2017,1,JFK,DKR,1,2639
2017,1,SEA,PVR,1,2639
2017,2,MKE,MBJ,0,2640
2017,6,MCO,MEX,0,2640
2017,10,SJU,PUJ,1,2641
2017,6,MKE,GDL,0,2641
2017,12,IAH,VER,1,2641
2017,6,FLL,FPO,1,2642
2017,2,MIA,PTY,1,2644
2017,2,MCO,YHZ,0,2644
2017,8,ORD,YWG,1,2646
2017,3,CLE,CUN,1,2647
2017,10,SFO,YYJ,1,2648
2017,6,MIA,GEO,0,2648
2017,4,DEN,YWG,1,2648
2017,3,EWR,LHR,0,2649
2017,4,PSP,YYZ,0,2649
2017,2,IAH,MEX,0,2650
2017,4,IAH,MTY,0,2650
2017,8,IAD,YUL,0,2650
2017,7,CLT,YYZ,1,2651
2017,6,SFO,YYJ,1,2651
2017,7,SJU,EIS,1,2653
2017,10,EWR,YOW,1,2654
2017,9,PHL,LHR,1,2655
2017,2,MCO,NAS,1,2656
2017,2,BOS,YHZ,0,2656
2017,1,LAX,MTY,1,2656
2017,4,GUM,TPE,0,2657
2017,8,SWF,SNN,0,2657
2017,8,MEM,YYZ,0,2657
2017,3,JFK,DKR,1,2658
2017,1,PHX,MZT,1,2658
2017,9,FLL,FPO,0,2658
2017,1,SJU,EIS,1,2659
2017,3,MCO,OSL,0,2660
2017,7,IAH,CUU,1,2660
2017,3,SFO,GDL,0,2660
2017,3,MCO,YVR,0,2660
2017,2,SJC,PVG,0,2661
2017,12,DEN,YWG,1,2661
2017,12,SFO,YYJ,1,2662
2017,3,PHL,GCM,1,2664
2017,1,DEN,YWG,1,2666
2017,6,CLT,YYZ,1,2667
2017,4,PBI,YUL,0,2667
2017,9,ATL,NAS,1,2667
2017,10,MDW,BJX,0,2667
2017,7,IAH,PBC,1,2668
2017,6,DFW,TRC,1,2668
2017,1,BOS,CUN,1,2672
2017,3,FLL,FPO,1,2672
2017,3,LAX,MTY,1,2672
2017,2,LAS,GDL,0,2672
2017,3,FLL,STI,1,2672
2017,11,LAX,NKG,0,2673
2017,6,ORD,YUL,1,2673
2017,10,MIA,GEO,0,2674
2017,10,MDW,ZCL,0,2674
2017,7,MIA,ELH,1,2675
2017,8,MKE,GDL,0,2675
2017,3,MIA,BEL,0,2677
2017,7,LAX,HGH,0,2678
2017,10,FLL,SAL,1,2679
2017,4,MCO,YUL,0,2680
2017,11,CLT,HAV,1,2681
2017,11,DFW,SAL,0,2682
2017,7,SAV,YYZ,0,2684
2017,5,FLL,AXM,1,2685
2017,7,LAX,BZE,1,2685
2017,3,HNL,PEK,0,2685
2017,3,EWR,YOW,1,2686
2017,5,IAH,VER,1,2687
2017,11,FLL,AXM,1,2687
2017,7,LAX,MBJ,1,2687
2017,5,MSY,PTY,0,2688
2017,7,BWI,NAS,1,2689
2017,10,LAX,JED,0,2690
2017,6,LAX,TNA,0,2690
2017,7,PHL,YQB,1,2691
2017,11,DEN,YWG,1,2693
2017,11,EWR,LHR,0,2695
2017,4,MIA,ELH,1,2696
2017,2,FLL,FPO,0,2697
2017,2,JFK,KEF,1,2697
2017,5,JFK,RIX,0,2699
2017,10,HNL,MAJ,1,2699
2017,1,BOS,FCO,0,2702
2017,7,SFO,YYJ,1,2703
2017,9,ORD,YOW,1,2706
2017,3,SJC,PVG,0,2707
2017,10,GUM,FUK,1,2708
2017,8,SFO,YYJ,1,2709
2017,4,SJU,EIS,1,2709
2017,6,ATL,MHH,1,2709
2017,4,DEN,MEX,0,2710
2017,3,ATL,BON,1,2710
2017,3,LAX,SJD,1,2710
2017,5,SAV,YYZ,0,2711
2017,9,EWR,YOW,1,2712
2017,10,TPA,KEF,0,2713
2017,10,DEN,MEX,0,2713
2017,2,FLL,YQB,0,2713
2017,6,DFW,SAL,0,2714
2017,3,DTW,YYZ,1,2714
2017,10,IAH,VER,1,2714
2017,6,MEM,YYZ,0,2715
2017,11,IAD,JED,0,2716
2017,7,MCO,YYZ,0,2717
2017,2,DFW,SAL,0,2717
2017,3,MIA,ELH,1,2718
2017,7,ORD,YUL,1,2718
2017,2,JFK,ANU,1,2720
2017,6,FLL,CDG,0,2720
2017,6,MCO,OSL,0,2721
2017,8,JFK,CTG,0,2721
2017,2,LAX,CUN,1,2722
2017,11,LAX,ZLO,1,2723
2017,10,EWR,AMD,0,2723
2017,10,MIA,LIR,1,2724
2017,1,SLC,SJD,1,2724
2017,10,OAK,BJX,0,2724
2017,9,SNA,SJD,1,2725
2017,2,IAH,ACA,1,2726
2017,7,FLL,CDG,0,2726
2017,3,DEN,YYZ,1,2727
2017,8,GUM,MNL,0,2727
2017,9,BOS,YOW,0,2727
2017,12,ORD,AUA,1,2727
2017,3,CLT,YYZ,1,2729
2017,6,FLL,PTY,1,2730
2017,8,IAH,GDL,0,2730
2017,11,ORD,YOW,1,2731
2017,2,MSP,YYZ,1,2731
2017,2,SJU,YYZ,0,2732
2017,9,BDL,EDI,0,2732
2017,11,ATL,QRO,0,2732
2017,9,SJU,BOG,0,2733
2017,1,HNL,MAJ,1,2734
2017,2,GUM,HKG,1,2734
2017,2,BDL,DUB,0,2735
2017,11,DEN,MEX,0,2735
2017,11,FLL,PLS,1,2736
2017,11,JFK,CDG,0,2738
2017,4,MCI,YYZ,0,2739
2017,10,PHX,HMO,1,2739
2017,3,MSP,YUL,1,2739
2017,3,MKE,MBJ,0,2740
2017,10,FLL,STI,1,2741
2017,9,GUM,HKG,1,2741
2017,10,RSW,YYZ,0,2742
2017,2,IAD,YYZ,1,2742
2017,4,BOS,MAN,0,2745
2017,3,MCI,YYZ,0,2748
2017,7,LAX,CKG,0,2748
2017,4,MIA,GEO,0,2749
2017,1,SAN,PVR,1,2751
2017,1,SLC,GDL,1,2752
2017,7,ATL,MHH,1,2752
2017,10,SFB,MEX,0,2753
2017,9,ORD,YQB,1,2753
2017,8,ATL,YUL,1,2754
2017,11,LAX,AGU,0,2754
2017,8,SAV,YYZ,0,2755
2017,3,RFD,PUJ,0,2756
2017,12,MSY,PTY,0,2756
2017,5,OAK,BJX,0,2760
2017,3,EWR,YOW,1,2762
2017,7,IAH,OAX,1,2762
2017,1,IAH,OAX,1,2764
2017,3,GUM,HKG,1,2764
2017,4,IAH,CCS,1,2764
2017,3,MCO,MEX,0,2764
2017,7,CVG,CUN,1,2765
2017,9,ANC,FRA,0,2766
2017,5,SLC,YYZ,0,2766
2017,6,BOS,CPH,0,2766
2017,11,FLL,FPO,1,2768
2017,3,FLL,BIM,1,2768
2017,12,FLL,AXM,1,2770
2017,8,RNO,GDL,0,2771
2017,10,EWR,YHZ,1,2774
2017,2,MKE,PUJ,0,2774
2017,5,MSY,FRA,0,2775
2017,2,JFK,CUR,1,2776
2017,7,EWR,AMD,0,2776
2017,10,MIA,OSL,0,2776
2017,6,BDL,YYZ,0,2777
2017,11,LAX,CSX,0,2777
2017,8,MCO,SCL,0,2777
2017,8,MIA,CZM,1,2779
2017,11,PHL,LHR,1,2779
2017,4,DEN,YVR,1,2780
2017,1,IAH,ACA,1,2780
2017,6,MSP,YEG,1,2781
2017,8,OAK,BJX,0,2782
2017,5,SFO,XIY,1,2783
2017,2,PSP,YYZ,0,2785
2017,1,MSP,MZT,1,2786
2017,1,ATL,BON,1,2786
2017,2,GUM,TPE,0,2786
2017,2,IND,YYZ,0,2787
2017,9,JFK,ANU,1,2787
2017,9,LAX,CSX,0,2787
2017,10,PVD,EDI,0,2788
2017,11,EWR,YYZ,1,2789
2017,10,LAX,AGU,0,2789
2017,4,DFW,SAL,0,2790
2017,12,EWR,YOW,1,2790
2017,1,SLC,SJD,1,2790
2017,9,IAD,CUN,1,2790
2017,11,PHX,HMO,1,2791
2017,11,HNL,MAJ,1,2792
2017,11,MIA,GEO,0,2792
2017,9,PHL,YQB,1,2792
2017,9,MCO,HAV,1,2793
2017,9,MSY,FRA,0,2793
2017,8,MSY,PTY,0,2793
2017,8,PHL,YQB,1,2795
2017,1,LAX,HGH,0,2796
2017,6,EWR,AMD,0,2796
2017,1,IAH,PUJ,1,2800
2017,2,SFB,AMS,0,2801
2017,11,PHX,YYC,0,2802
2017,7,PHX,HMO,1,2802
2017,7,JFK,CTG,0,2802
2017,12,IAH,YYZ,1,2803
2017,9,EWR,AMD,0,2803
2017,10,LAS,YWG,0,2804
2017,1,DFW,TRC,1,2804
2017,1,DTW,YYZ,1,2804
2017,8,ORD,YUL,1,2805
2017,9,DEN,LGW,0,2805
2017,12,FLL,YYZ,0,2805
2017,1,IAD,SJO,1,2807
2017,12,SLC,GDL,1,2807
2017,9,ATL,SJD,1,2807
2017,10,SEA,MUC,0,2808
2017,12,MCO,YUL,0,2808
2017,12,PHX,YQR,0,2808
2017,7,SWF,SNN,0,2810
2017,11,FLL,YUL,0,2810
2017,2,JFK,BEG,0,2810
2017,3,IAH,SAP,1,2811
2017,2,MIA,LIR,1,2811
2017,12,EWR,LHR,0,2814
2017,11,ATL,PLS,1,2814
2017,10,ORD,YVR,0,2815
2017,10,PDX,YVR,1,2817
2017,11,LAS,ZRH,0,2817
2017,5,GUM,MNL,0,2817
2017,2,LAX,ZCL,0,2817
2017,8,LKE,YWH,1,2823
2017,3,LAS,MTY,0,2818
2017,3,BOS,STI,1,2818
2017,10,ORD,YOW,1,2820
2017,9,CLT,HAV,1,2820
2017,11,DEN,GDL,0,2822
2017,2,SJU,EIS,1,2822
2017,4,SPN,HKG,0,2824
2017,7,MIA,GEO,0,2824
2017,8,LAX,MZT,1,2825
2017,3,SJU,YYZ,0,2826
2017,9,MIA,LIR,1,2827
2017,5,LAX,CSX,0,2827
2017,9,IAD,YUL,1,2827
2017,11,SJU,BOG,0,2827
2017,9,SEA,YYC,0,2827
2017,3,ONT,GDL,0,2830
2017,2,LAX,CEB,0,2830
2017,2,ORD,SJD,1,2832
2017,8,IAH,MTY,0,2833
2017,8,IAH,MTY,0,2833
2017,6,IAH,NAS,1,2834
2017,7,IAH,MLM,1,2835
2017,7,LGA,YUL,1,2835
2017,11,SFO,SJD,1,2838
2017,7,MEM,YYZ,0,2839
2017,6,DEN,PVR,1,2839
2017,2,FLL,YYZ,0,2840
2017,8,DEN,MEX,0,2841
2017,11,ORD,YOW,1,2841
2017,4,MCO,CUN,1,2841
2017,5,MCO,MEX,0,2841
2017,7,MIA,PUJ,0,2841
2017,3,JFK,RUH,0,2843
2017,7,BOS,MAN,0,2843
2017,3,ORD,YOW,1,2844
2017,4,PHX,YXE,0,2845
2017,5,SAN,FRA,0,2846
2017,11,MIA,MTY,1,2846
2017,12,MCI,CUN,1,2848
2017,1,LAX,CSX,0,2848
2017,8,ORD,YQB,1,2849
2017,1,IAH,MTY,0,2850
2017,8,JFK,YQB,1,2850
2017,4,PHL,PLS,1,2850
2017,12,PDX,SJD,1,2852
2017,11,FLL,PLS,1,2853
2017,5,LAX,ZIH,1,2857
2017,10,PHL,NAS,1,2858
2017,3,DFW,YVR,0,2858
2017,12,MIA,ELH,1,2859
2017,3,MIA,CFG,1,2859
2017,10,BOS,YOW,0,2860
2017,2,MSP,YWG,1,2861
2017,3,SJU,EIS,1,2861
2017,5,FLL,PTY,1,2861
2017,12,MIA,MID,1,2862
2017,5,JFK,GYD,0,2863
2017,1,LAX,TNA,0,2863
2017,4,SFB,AMS,0,2864
2017,4,DTW,YYZ,1,2865
2017,10,ATL,PLS,1,2866
2017,9,DFW,YUL,0,2867
2017,3,SNA,PVR,1,2869
2017,5,MIA,MAO,1,2872
2017,4,JFK,NAP,0,2873
2017,7,LAX,CTU,0,2873
2017,11,MIA,OSL,0,2873
2017,10,LAX,HGH,0,2873
2017,7,ANC,KEF,0,2873
2017,2,SEA,FRA,0,2874
2017,3,PSP,YYZ,0,2875
2017,5,SFB,MEX,0,2875
2017,2,GUM,ROR,1,2875
2017,8,MCO,KIN,0,2876
2017,4,ATL,BON,1,2876
2017,4,OGG,YEG,0,2882
2017,1,CLT,YYZ,0,2884
2017,4,GUM,ROR,1,2884
2017,10,MIA,BZE,1,2886
2017,2,BOS,PLS,1,2888
2017,5,FLL,ELH,1,2888
2017,10,DFW,SAL,0,2889
2017,6,MSY,PTY,0,2890
2017,8,SFO,MEX,0,2891
2017,9,EWR,LHR,0,2893
2017,4,CVG,YYZ,1,2894
2017,7,MCI,CUN,1,2897
2017,9,ORD,YOW,1,2899
2017,4,DEN,PVR,1,2900
2017,2,MSP,LIR,1,2900
2017,6,ORD,YUL,1,2901
2017,9,MIA,GDL,0,2902
2017,9,PHL,KEF,0,2902
2017,2,IAH,ZIH,1,2904
2017,4,IAH,MUC,1,2904
2017,12,DEN,SJD,1,2905
2017,2,OAK,SJD,1,2906
2017,4,MIA,MAO,1,2907
2017,11,BWI,NAS,1,2907
2017,12,TPA,YUL,0,2907
2017,1,TPA,GCM,0,2908
2017,6,JFK,CUR,1,2908
2017,5,SFO,TAO,0,2909
2017,10,BOS,CUN,1,2909
2017,9,DEN,YYZ,1,2910
2017,10,ORD,YUL,1,2910
2017,2,CLT,YYZ,0,2911
2017,8,ANC,KEF,0,2911
2017,3,PDX,YYC,0,2915
2017,6,TPA,YYZ,0,2915
2017,2,IAH,CZM,1,2916
2017,1,AUS,MEX,0,2918
2017,12,BOS,PVG,0,2918
2017,11,IAH,GDL,0,2918
2017,3,SEA,SZX,0,2919
2017,4,IAD,GCM,1,2919
2017,12,MCO,YYZ,0,2920
2017,9,DFW,TRC,1,2921
2017,2,OAK,PVR,1,2922
2017,10,BDL,YYZ,0,2922
2017,12,SPN,HKG,0,2922
2017,3,MCO,LGW,0,2925
2017,12,MSP,PUJ,1,2925
2017,7,MCO,STN,0,2926
2017,4,EWR,YYZ,1,2927
2017,9,MIA,CFG,1,2927
2017,4,MIA,CZM,1,2929
2017,2,ORD,YOW,1,2930
2017,12,SLC,YYC,1,2933
2017,12,PHX,YXE,0,2934
2017,2,MDW,BJX,0,2936
2017,9,FLL,GYE,0,2937
2017,11,LAX,BOG,0,2939
2017,11,BOS,CPH,0,2939
2017,10,TPA,GCM,0,2939
2017,5,SPN,HKG,0,2943
2017,4,MIA,MTY,1,2945
2017,11,MKE,YYZ,0,2946
2017,8,DFW,SAL,0,2947
2017,7,ORD,SJD,1,2948
2017,1,DTW,YOW,1,2948
2017,9,SAT,MTY,0,2948
2017,7,OAK,BJX,0,2948
2017,2,PSP,YWG,0,2951
2017,2,AUS,YYZ,0,2953
2017,7,DFW,SAL,0,2953
2017,4,SLC,YYC,1,2954
2017,10,DFW,TRC,1,2954
2017,4,ORD,PVR,1,2957
2017,2,BOS,YHZ,0,2957
2017,12,SFO,PVR,1,2957
2017,4,FLL,FPO,1,2958
2017,10,DEN,SJD,1,2959
2017,3,SAN,PVR,1,2959
2017,4,DTW,PUJ,1,2960
2017,3,FLL,YQB,0,2960
2017,10,MIA,MTY,1,2960
2017,5,DFW,YVR,0,2961
2017,3,MCO,REC,0,2962
2017,8,CVG,YYZ,1,2962
2017,3,DFW,MZT,1,2963
2017,7,BOS,CUN,1,2963
2017,12,MCO,MAN,0,2964
2017,2,STL,YYZ,0,2964
2017,8,MCO,GDL,0,2965
2017,11,IAH,CUN,1,2967
2017,2,PHL,YUL,1,2968
2017,9,PHL,PUJ,1,2968
2017,3,IAH,CCS,1,2969
2017,2,PHX,HMO,1,2969
2017,2,DFW,YYZ,1,2969
2017,11,LAX,JED,0,2970
2017,11,CVG,YYZ,1,2970
2017,10,IAH,MID,1,2970
2017,6,ORD,YOW,1,2971
2017,3,MIA,MDE,0,2971
2017,3,MIA,MDE,0,2971
2017,6,LAX,HGH,0,2971
2017,12,MDW,BJX,0,2972
2017,3,JFK,MTY,0,2973
2017,10,IAD,BOG,0,2973
2017,2,SEA,SZX,0,2976
2017,10,SFO,TAO,0,2976
2017,2,ORD,MBJ,1,2976
2017,9,MIA,CMW,1,2977
2017,3,IAH,CUN,1,2978
2017,2,MIA,MAO,1,2980
2017,1,GUM,TPE,0,2981
2017,10,DFW,YUL,0,2983
2017,10,JFK,RIX,0,2983
2017,3,ORD,PLS,1,2983
2017,11,SFB,AMS,0,2984
2017,9,DEN,CUN,1,2984
2017,4,IAH,AUA,1,2985
2017,8,BOS,CPH,0,2985
2017,1,MCO,SCL,0,2985
2017,5,ATL,YYZ,1,2985
2017,2,ATL,GGT,1,2986
2017,11,EWR,YHZ,1,2986
2017,8,LAX,CKG,0,2987
2017,1,IAH,VER,1,2988
2017,11,FLL,YQB,0,2989
2017,11,GUM,HKG,1,2989
2017,1,MSP,YWG,1,2990
2017,4,EWR,YOW,1,2990
2017,2,EWR,GUA,1,2993
2017,1,ATL,BJX,1,2994
2017,10,EWR,YOW,1,2994
2017,3,ATL,DUB,1,2994
2017,7,FLL,SAL,1,2997
2017,10,SFO,NAN,0,2997
2017,1,SJU,YYZ,0,2998
2017,2,EWR,CDG,0,3002
2017,9,EWR,YYZ,1,3002
2017,10,AUS,MEX,0,3003
2017,5,IAD,YUL,1,3003
2017,6,OAK,BJX,0,3004
2017,1,MIA,CFG,1,3004
2017,5,MIA,MTY,1,3004
2017,4,PHX,YQR,0,3004
2017,2,DTW,YYZ,1,3005
2017,6,DEN,GDL,0,3007
2017,11,LAX,FCO,0,3007
2017,2,DFW,CUN,1,3007
2017,4,ATL,GGT,1,3008
2017,12,PHL,YOW,1,3008
2017,11,MIA,CZM,1,3010
2017,9,IAH,AGU,1,3012
2017,2,MCO,YUL,0,3012
2017,2,JFK,BDA,1,3012
2017,9,DTW,YYZ,1,3013
2017,6,RSW,YYZ,0,3013
2017,3,JFK,ANU,1,3014
2017,6,JFK,DKR,1,3014
2017,9,DFW,MLM,1,3015
2017,10,CLT,MEX,1,3016
2017,12,EWR,AMD,0,3017
2017,12,FLL,PTP,0,3018
2017,12,OGG,YEG,0,3018
2017,3,MKE,PUJ,0,3019
2017,6,SFB,MEX,0,3019
2017,12,FLL,FDF,0,3019
2017,10,FLL,FPO,1,3019
2017,10,MIA,CPH,0,3020
2017,3,PSP,YWG,0,3020
2017,1,DFW,SAL,0,3020
2017,11,SFO,GDL,0,3020
2017,3,PIE,YYZ,0,3021
2017,9,SPN,HGH,0,3021
2017,3,LAS,PEK,0,3023
2017,6,SEA,YYC,1,3023
2017,5,JFK,YYZ,1,3024
2017,8,MIA,MTY,1,3025
2017,9,MIA,LPB,1,3025
2017,5,SJU,MAD,0,3025
2017,9,IAH,SAP,1,3025
2017,7,DEN,GDL,0,3028
2017,4,DTW,YUL,1,3028
2017,2,DFW,LIR,1,3029
2017,3,DEN,LIR,1,3030
2017,12,DTW,PUJ,1,3030
2017,12,MIA,GUA,0,3031
2017,2,ORD,PUJ,1,3032
2017,2,MSP,ZIH,1,3032
2017,2,SFO,GDL,0,3033
2017,10,MIA,BRU,0,3035
2017,12,EWR,GCM,1,3035
2017,11,JFK,CTG,1,3036
2017,9,SFO,NAN,0,3036
2017,7,PVD,RAI,0,3037
2017,9,HNL,MAJ,1,3038
2017,3,SFO,HGH,1,3040
2017,5,AUS,MEX,0,3040
2017,10,MIA,GUA,0,3042
2017,10,DFW,YVR,0,3043
2017,11,LAX,MEX,1,3043
2017,2,BOS,TLV,0,3043
2017,2,JFK,ZRH,1,3044
2017,1,MSP,LIR,1,3044
2017,1,FLL,GDL,0,3044
2017,2,LAX,DUB,0,3046
